"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-23T14:05:57Z","2024-10-23T17:05:57Z","T1070.001","1","Clear Logs","Server002","System.Object[]","server002\admin_test","e6abb60e-26b8-41da-8aae-0c35174b0967","2736","0"
