"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-24T13:36:49Z","2024-10-24T16:36:49Z","T1110.002","1","Password Cracking with Hashcat","Server002","System.Object[]","server002\admin_test","6d27df5d-69d4-4c91-bc33-5983ffe91692","3532","1"
