"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-20T19:43:39Z","2024-10-20T22:43:39Z","T1003.002","3","esentutl.exe SAM copy","Server002","System.Object[]","server002\admin_test","a90c2f4d-6726-444e-99d2-a00cd7c20480","5204","0"
