"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-28T13:58:45Z","2024-10-28T15:58:45Z","T1564.004","5","Create Hidden Directory via $index_allocation","Server002","System.Object[]","server002\admin_test","3e6791e7-232c-481c-a680-a52f86b83fdf","5348","0"
