"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-25T10:29:14Z","2024-10-25T13:29:14Z","T1123","1","using device audio capture commandlet","Server002","System.Object[]","server002\admin_test","9c3ad250-b185-4444-b5a9-d69218a10c95","2664","0"
