"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-24T11:28:17Z","2024-10-24T14:28:17Z","T1105","11","OSTAP Worming Activity","Server002","System.Object[]","server002\admin_test","2ca61766-b456-4fcf-a35a-1233685e1cad","2236","0"
