"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-28T13:15:26Z","2024-10-28T15:15:26Z","T1564.001","4","Create Windows Hidden File with Attrib","Server002","System.Object[]","server002\admin_test","dadb792e-4358-4d8d-9207-b771faa0daa5","6732","0"
