"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-24T11:59:10Z","2024-10-24T14:59:10Z","T1105","21","MAZE Propagation Script","Server002","System.Object[]","server002\admin_test","70f4d07c-5c3e-4d53-bb0a-cdf3ada14baf","4732","0"
