"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-25T22:12:23Z","2024-10-26T01:12:23Z","T1218.001","2","Compiled HTML Help Remote Payload","Server002","System.Object[]","server002\admin_test","0f8af516-9818-4172-922b-42986ef1e81d",,
