"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-24T14:39:30Z","2024-10-24T17:39:30Z","T1112","8","BlackByte Ransomware Registry Changes - CMD","Server002","System.Object[]","server002\admin_test","4f4e2f9f-6209-4fcf-9b15-3b7455706f5b","1844","0"
