"Execution Time (UTC)","Execution Time (Local)","Technique","Test Number","Test Name","Hostname","IP Address","Username","GUID","ProcessId","ExitCode"
"2024-10-26T17:20:11Z","2024-10-26T20:20:11Z","T1219","6","Ammyy Admin Software Execution","Server002","System.Object[]","server002\admin_test","0ae9e327-3251-465a-a53b-485d4e3f58fa","7000","0"
